ID , Year, Month (r), Date      , Ticker       , Transation                  , Stock Proceeds, Units      , Balance Units, Cost  Unit Price, Total Cost (H*J), Balance Total Cost (prior + K), Avarage Price (K/H), B3 Unit Price, B3  Total Price  (I*N), 7        , 31       , 365      , YTD      , Instrument Type, Investment Broker , CNPJ              , IR       , Dollar Date, Total_(stocks + proceeds), Overall  % Var, Overall  %   YTD
459, 2025,        12, 12/12/2025, BVMF:WEGE3   , DIVIDENDOS                  , "R$ 10,25"    ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  ,                          ,               , 
460, 2025,        12, 12/12/2025, HGRU11       , RENDIMENTOS                 , "R$ 66,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
461, 2025,        12, 12/12/2025, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
462, 2025,        12, 19/12/2025, ITSA4        , DIVIDENDOS                  , "R$ 6,20"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
463, 2025,        12, 24/12/2025, TLT          , DIVIDENDOS                  , "R$ 5,69"     ,            , "3,00000"    ,                 ,                 , "R$ 1.532,20"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , NOT FOUND  ,                          ,               , 
464, 2025,        12, 31/12/2025, MONTH CLOSING,                             ,               ,            , "0,00000"    ,                 ,                 , 0                             , "R$ 0,00"          , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 117.685,47"          , "-7,79%"      , "-11,67%"
465, 2026,         1, 01/01/2026, QQQ          , DIVIDENDOS                  , "R$ 4,36"     ,            , "1,00000"    , "R$ 2.837,40"   , "R$ 0,00"       , "R$ 2.837,40"                 , "R$ 2.837,40"      , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , NOT FOUND  ,                          ,               , 
466, 2026,         1, 02/01/2026, ITSA4        , JUROS S/ CAPITAL DE CLIENTES, "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
467, 2026,         1, 07/01/2026, BVMF:VALE3   , DIVIDENDOS                  , "R$ 194,07"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
468, 2026,         1, 08/01/2026, HSML11       , RENDIMENTOS                 , "R$ 58,10"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
469, 2026,         1, 15/01/2026, HGRU11       , RENDIMENTOS                 , "R$ 101,50"   ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
470, 2026,         1, 15/01/2026, KNRI11       , RENDIMENTOS                 , "R$ 75,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
471, 2026,         1, 28/01/2026, TAEE11       , DIVIDENDOS                  , "R$ 103,79"   ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
472, 2026,         1, 28/01/2026, TAEE11       , JUROS S/ CAPITAL DE CLIENTES, "R$ 71,30"    ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
473, 2026,         1, 31/01/2026, MONTH CLOSING,                             ,               ,            , "0,00000"    ,                 , 0               , 0                             , 0                  , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 122.223,87"          , -             , 
474, 2026,         2, 04/02/2026, BVMF:SUZB3   , DIVIDENDOS                  , "R$ 141,80"   ,            , "127,00000"  , "R$ 46,46"      , "-R$ 6.504,40"  , "R$ 4.581,44"                 , "R$ 36,07"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 16.404.287/0001-55,          , NOT FOUND  ,                          ,               , 
475, 2026,         2, 05/02/2026, TLT          , DIVIDENDOS                  , "R$ 5,27"     ,            , "3,00000"    ,                 ,                 , "R$ 1.532,20"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , NOT FOUND  ,                          ,               , 
476, 2026,         2, 06/02/2026, HSML11       , RENDIMENTOS                 , "R$ 58,10"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
477, 2026,         2, 13/02/2026, HGRU11       , RENDIMENTOS                 , "R$ 66,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
478, 2026,         2, 13/02/2026, KNRI11       , RENDIMENTOS                 , "R$ 52,80"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
479, 2026,         2, 25/02/2026, ITSA4        , FRAÇÕES DE AÇÕES            , "R$ 2,34"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
480, 2026,         2, 28/02/2026, MONTH CLOSING,                             ,               ,            , "0,00000"    ,                 , 0               , 0                             , 0                  , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND,                ,                   ,                   ,          , NOT FOUND  , "R$ 121.942,40"          , "-0,23%"      , "+3,31%"
481, 2026,         3, 04/03/2026, BVMF:VALE3   , DIVIDENDOS                  , "R$ 119,82"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
482, 2026,         3, 04/03/2026, BVMF:VALE3   , JUROS S/ CAPITAL DE CLIENTES, "R$ 208,12"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
483, 2026,         3, 05/03/2026, TLT          , DIVIDENDOS                  , "R$ 4,73"     ,            , "3,00000"    ,                 ,                 , "R$ 1.532,20"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , NOT FOUND  ,                          ,               , 
484, 2026,         3, 06/03/2026, HSML11       , RENDIMENTOS                 , "R$ 58,10"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
485, 2026,         3, 06/03/2026, ITSA4        , JUROS S/ CAPITAL DE CLIENTES, "R$ 0,12"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
486, 2026,         3, 13/03/2026, HGRU11       , RENDIMENTOS                 , "R$ 66,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
487, 2026,         3, 13/03/2026, KNRI11       , RENDIMENTOS                 , "R$ 66,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
488, 2026,         3, 27/03/2026, QQQ          , DIVIDENDOS                  , "R$ 4,01"     ,            , "1,00000"    ,                 , "R$ 0,00"       , "R$ 2.837,40"                 , "R$ 2.837,40"      , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , "R$ 4,99"  ,                          ,               , 
489, 2026,         4, 01/04/2026, ITSA4        , JUROS S/ CAPITAL DE CLIENTES, "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
490, 2026,         4, 07/04/2026, TLT          , DIVIDENDOS                  , "R$ 5,30"     ,            , "3,00000"    ,                 ,                 , "R$ 1.532,20"                 , "R$ 510,73"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, US Stocks      , Nomad             , 34.662.852/0001-66,          , "R$ 4,99"  ,                          ,               , 
491, 2026,         4, 08/04/2026, HSML11       , RENDIMENTOS                 , "R$ 58,10"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
492, 2026,         4, 12/04/2026, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 102,50"   ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
493, 2026,         4, 13/04/2026, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 95,72"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
494, 2026,         4, 15/04/2026, HGRU11       , RENDIMENTOS                 , "R$ 66,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
495, 2026,         4, 15/04/2026, KNRI11       , RENDIMENTOS                 , "R$ 66,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
496, 2026,         4, 17/04/2026, IRBR3        , RENDIMENTOS                 , "R$ 0,17"     ,            , "9,00000"    , "R$ 30,48"      , "R$ 121,92"     , "R$ 9.839,84"                 , "R$ 34,77"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Insurance      , Rico Investimentos, 33.376.989/0001-91,          , NOT FOUND  ,                          ,               , 
